EntryID,SenseID,EngDesc,SpaDesc,ZapDesc,AssociatedTaxa,SpecimenImagesByTaxa
E1154,S0040,"This term is used to refer to trees belonging to at least two different taxonomic families, Urticaceae and Euphorbiaceae. These trees can reach a height of 5 meters. Their leaves are covered with long, thick hairs (trichomes) with pointy ends that release inflammatory substances upon contact with the skin and can cause hives. The species belonging to the Euphorbiaceae family exude latex.","La mala mujer, la ortiga. Este término se puede aplicar a plantas de por lo menos dos familias taxonómicas distintas incluyendo Urticaceae y Euphorbiaceae. Estos son árboles que alcanzan una altura de 5 metros. Sus hojas están cubiertas de pelos (tricomas) largos, gruesos y puntiagudos que al contacto con la piel liberan sustancias que provocan inflamación y comezón (urticaria). Las especies de Euphorbiaceae poseen abundante látex.","Nuu chupa yagadi'. Tobini rabicabe guichi bidú ne xtobini rabicabe guichi bidú bandaga rini. Laacani risoocani bia' gaayu metru, ca xpandagani zeda gacaga sica bandaga huigu', lucani nuu caadxi guichaduubi'. Nuuni napani niidxi. Nababacani.",<Cnidoscolus tubulosus>;<Cnidoscolus urens>;<Cnidoscolus>;<Urera baccifera>,"b5f311b8a306001c98b85f7f7f0fadf9,ab250ece7de90ef56b3fb8a5b21a894d,c140d57749d2b71e7ed8ffacae4d9fa0,1c1f6769277f020f56b0bd5877bc39ea,cce6973fbe3f563df77ef716a94243e6,146ad459120815d2a9d98734fdc6ee90,6b2a9fccef7e2f143b4ac63893e754a3,21da7621d6b33774540a402eb9dc8c63,a7465f9119dd299e8102e8f6b434faec,c16801511e8ac3cc8e8d912fa85080d5,8bdbc14e94707977c9c457ef42b9602f,646c59f7ae0643ba76ebc30d5261f497,ca1add4043cb60745d0259fc1bcb304d,4c6f8ac1359e51ecb6daa5e76f984c3c,3fb24ad447d85a4ac32147f8eafd1432,e61729137a67415445ff93a3a9c58c16,ce85f874e2e41147c5fa5ba2ab6269a5,e630a001436fb1a7fa88d33f0160fb5f,7cd3fea715610f40168a0720570da2e0,6b47ec7cc668a3dafcbd9bb3b6f59730,4e568164276bf3cff1d5cb214e4d11cc,f725581b75b9c37fda6248ca4d7f2e97,92330f3934435b6edf9ea4c06575d72f,567e7fd9306698875a9420fa06a078fe,c4b70921e9004002402c2a002f0b353a,19c595ee69f9ec087b0089e1e4a87f43,624bf80a48d07a7ca1e21663ba85ad07,d36fd6f551c2e7bee8d95453eed76f62,4bbc7c5e84dfab3904df9f86423739d4,e85ddf9a64b6d6ed753c8c39be3904d7,28988d9132ea184f067a7580887ecd57,fa6c9afef12508191e50bf8b39fa69c3,a461b2ece0eb11668964e503bf3a5d19,6e0355547a76993bdd661e52aac7b12b,f17554302293662ab41165adbdb00a1d"
E0128,S0041,Banana leaf used for wrapping tamales.,Hoja de plátano para hacer tamales.,Bandaga biduaa racane guetaguu.,,
E0129,S0042,"Plant with thin, pale-colored leaves found on plots of land.",Planta de hoja delgada y de color pálido que se encuentra comúnmente en las parcelas.,"Ana pa cadi laani nga rabi ca binni Guidxiguie', guie'te. Rusiandani guí.",,
E1117,S0043,Jimsonweed leaf.,Hoja del toloache.,Bandaga xolo. Nácabe nisa gaguine xpandagani ruquidxani binni pa guéni.,,
E0135,S0044,Fresh leaf.,Hoja verde (fresca).,"Bandaga ni ca'ru' gala. Laaca sicari', rabicabe ca guixi ni ro binni nayaa.",,
E0136,S0045,Avocado tree leaf.,Hoja de aguacate.,Bandagadi' runinecabeni guendaró purti' nabé rinda' naxhini.,,
E0132,S0046,"Aromatic herb considered to have medicinal properties. It is brewed as a tea for the treatment of hemorrhages in children, of an ailment referred to as coldness, and of inflammation.","La hierba santa. El acuyo. Se considera que la hierba santa preparada en té tiene propiedades medicinales para el tratamiento de las hemorragias en los niños, de la frialdad y de la inflamación.","Nácabe bandagadi' rusiandani ca xcuidi ni riete rini xii, cani napa guendarianda ladi ne cani napa guí.",,
E1262,S0047,Fern.,El helecho.,"Rudiini caadxi bandaga nayu'la', nagueenda ridaleni. Rapasi binnini ndaani' lidxi, abatidi' ra riquiiñeni.",,
E1187,S0048,Long and wide leaf that was formerly used to wrap tamales in the same way banana leaves are used today.,Tipo de hoja larga y ancha que anteriormente se utilizaba para envolver tamales de la misma manera como actualmente se utiliza la hoja de plátano.,"Nabiaa xpandagani, dxique laani nga binine binni guetaguu.",,
E0138,S0049,Corn plant leaf.,Hoja de la planta del maíz.,"Yanna sicari' rabicabe xpandaga zee, dxique laaca gudxicabeni bia o yaza.",,
E0140,S0050,"Slime, moss.",Lama. Musgo.,"Bandui', nabé ricani ra nagupa, ra da' nisa.",,
E0141,S0051,Slime or moss found on plants and rocks in the wilderness.,Lama o musgo que recubre las plantas y las rocas del cerro o del monte.,Banduí' ni ricá lu ca yaga ne lu ca guie nuu lu dani o ndaani' gui'xhi'.,,
E0142,S0052,Slime that forms over surfaces that are kept wet such as fishing nets or the bottom of a water basin that is not regularly cleaned.,"Lama o musgo que se forma en superficies que están constantemente mojadas, como sería en las atarrayas o en las piletas que no se limpian con regularidad.","Banduí'di' rindanini ra nadxe', casi lu ca guixhe xti' ca binni guuze' ne ndaani' tanque ni qué ria'ri'.",,
E0113,S0053,Stick.,Vara.,"Nacani ti ndaa yaga nalase', dxique gudxicabeni bicudxe.",,
E0114,S0054,A branch or piece of wood as thick as what two hands can grab.,Rama o palo de un grosor comparable a lo que dos manos pueden abarcar.,"Nacani ti ndaa yaga namboolo', dxique gudxicabeni gunixhi'.",,
E0115,S0055,Sugarcane.,Caña de azúcar.,Yaga niteni. Laaca rabicabeni nite guela. Ne ora xti' guelani la? rabicabeni nite guie'.,,
E0119,S0056,Cotton shrub that was used to build fences due to its density. It was once found in various towns in the region of the Isthmus of Tehuantepec but today in La Ventosa and in Juchitán de Zaragoza it is scarce.,Vara de algodón silvestre que se usaba para construir cercos por ser tupida. Se solía encontrar en los pueblos de la región del Istmo aunque en La Ventosa y en Juchitán de Zaragoza ahora escasea.,"Nuu binni ná bara xiaa, ne nuu tu ná yaga xiaa, qué risoope'ni, dxique bizuguaacabeni lu guidubi ruaa le', purti' nabé runixhiini.",,
E0120,S0057,A branch or wooden stick that is long and sturdy enough to serve as support.,Rama o palo lo suficientemente largo como para servir de puntal.,"Puntal nga rabicabe ti yaga nalase' ne ziuula' ni riquiiñe' binni para gusutipa doo ra randa lari, ti cadi guixuubini.",,
E0121,S0058,A branch or wooden stick that is long and sturdy enough to serve as support.,Rama o palo lo suficientemente largo como para servir de puntal.,"Nacani ti yaga nalase' ne ziuula', ra ziluxeni napani chupa nani, riquiiñecabeni para gusutipanecabeni doo ra ribiaa lari, nganga runi nuu tu rabini yagalari, pacaa puntal. Ne laaca riquiiñecabeni para guchugunecabe cuananaxhi.",,
E0145,S0059,"Thin, long tree branch. More specifically, this term refers to thin, long branches that can be used as a whip for cattle herding. These sorts of branches are often cut from the tree <Fabaceae Caesalpinia coriaria>.","Rama larga y delgada de cualquier árbol. De manera más específica se refiere a una rama larga y delgada que se pueda utilizar como chirrión para arrear al ganado. Se suele cortar del árbol conocido como cascalote o piloncillo (Fabaceae, <Caesalpinia coriaria>).","Sicari' rabicabe intiisi ná'yaga ni nalase', zeda gacani casi bandadi', ora ziuulacani ne nala'sa'cani riguiñenecabeni yuze ora ma' necabe laacame de ra ñaa. Nuu tu ribeeni lu yaga xhagalá.",,
E1224,S0060,The top part of the crown of a tree.,La parte alta de la copa de un árbol.,Sicari' rabicabe ra má nasoo ti yaga.,,
E0147,S0061,"Scape or flowering stalk in agaves and bromeliads. The scape of the <Agave angustifolia> can be split open, cleaned on the inside, and used as protective packaging for the candles that are transported during the pilgrimage to Esquipulas in Guatemala. The scape ensures that the candles will not break on the way to the sanctuary.","Escapo que sostiene una o varias espigas de ciertas plantas como los agaves y las bromelias. En el caso del escapo de <Agave angustifolia>, éste se abre y se limpia por dentro y se utiliza para empacar dentro de él las velas que se suelen transportar durante la peregrinación a Esquipulas. De esta manera se protégé la vela para que no se rompa en el camino.","Laani rindanini ndaani' duba, dxique nabé gulee binnini racani xpichuga gui´ri, rucaa decheni ma zinéni Xquidxi señor ra ziguzulu iza cubi. Ricaacabe batuubadi' rucuiidxicabe laa, richezacabeni ne rusiacacabeni, oraqueru' riguucabe ndaanini ti gui'ri ro' ti cadi guiluuza ne cadi guia ne guendananda' lu neza.",,
E0148,S0062,Wild maguey. Its scape or flowering stalk can be used to package candles.,Maguey de monte. Su escapo se puede utilizar para guardar velas.,"Laani nga du ni riale ndaani' duba, ziuulani ne nachugani.",,
E1083,S0063,"This name corresponds to the tree <Erythrina lanata>. It reaches a height of 10 meters and is found in the area known as Cerro El Merodio. Its bark is a reddish-brown color. As a member of the Fabaceae family, its fruit is a pod. The seeds are similar to beans but are red in color. The inflorescence has tubular structures that resemble a sun with rays.","Término que designa al árbol <Erythrina lanata>. Éste árbol alcanza una altura de 10 metros y se encuentra en el cerro El Merodio. Su corteza es de color café rojizo. Siendo una especie perteneciente a la familia de las fabáceas, el fruto de este árbol es un vaina. La semilla es similar a un frijol pero de color rojo. Su inflorescencia consiste de flores tubulares que en conjunto le dan la apariencia de un sol.","Laani nga ti yaga risoo bia' chii metru napani ladini nayu naxiñá', rudiini ti xcá napa ti biidxi rului' bizaa, xisi la ca biidxidi' naxiñá'ca'. Ribeeni ti guie' naze caadxi batuuba huiini' rului'ni xpanda gubidxa. Ricani lu dani Merodio.",<Erythrina lanata>,"e450c9b144f7cc9d819eca38e4012ace,e9775ff3746fe7081f8e42865304799d,b38a34d20227d23b63849a3408a0b129,d5a82236821165b95a6e05d2f2857d24,435f34b6be467040ef090aae50d87b4a,25217f1c42a40c8bf790998643f82979,c5d00e6ec9002e6e744e85554c81a64f"
E1095,S0064,"Types of grass that reach a height of 30 centimeters, grow in clumps and do not produce a noticeable flower or fruit.","Este término se refiere a los zacates que alcanzan una altura de 30 centímetros, crecen amacollados o por montón y no se ha observado que produzcan flor o fruto.",Laani nga ti guixi ni risoo bia' 30cm. Qué gannacabe pa rudiini guie' ne xcá.,,
E0149,S0065,"Mold, mildew.",El moho.,"Be nga rabicabe ni ricá lu guielu binni, ne laaca zaca rabicabe ni ricá lu gueta ni biaana ma xadxi lu gupa.",,
E1260,S0066,Fungus that grows on live as well as dead tree trunks.,Hongo que crece en los troncos de los árboles tanto vivos como muertos.,"Laani nga ti bi'xhu' rindani cue' yaga, pacaa cue'  birungu.",,
E1221,S0067,"Plant considered to have medicinal properties for treating the flu. It is known for its strong, unpleasant odor similar to garlic. It is different from the vine known as <luba' be'te>.",Planta a la cual se le atribuyen propiedades medicinales para el tratamiento de la gripa. Se caracteriza por tener un olor muy fuerte y desagradable como el del ajo. Es distinta al bejuco que se conoce como <luba' be'te>.,"Laani nga ti guixi ni rindani gaxha nisadó', nabé naduxhu' xho'ni, ngue runi nuu binni riquiiñeni para guidxaga, para gusiaani'ni neza xiicabe. Cadi tobisini ne luba' be'te'.",,
E0160,S0068,Fruit or flower in a bunch. Objects in a bunch.,Racimo de flores o de frutos. Penca. Conjunto de objetos.,"Laaca rini'cabe ti bacuugu' guie', ti bacuugu' cuananaxhi, huaxa má riquiiñecabe be'za'.",,
E0162,S0069,"Name given to the species <Enterolobium cyclocarpum>. This tree, known in Spanish as <guanacastle> or <huanacastle>, has a large crown and can reach a height of more than 30 meters. It is abundant in La Ventosa. It produces dark brown pods that twist around in a unique circular shape. The pods can be used as a detergent for washing clothes, because when rubbed together they produce a foamy substance. The seeds of the pods can be used to make necklaces. The wood of the tree can be used to make furniture as well as door and window frames. Sometimes little girls use the sap to glue a small piece of wood onto the heel of their shoes to play dress-up. It is said that putting twigs from this tree in a parrot's cage can boost the growth of feathers in the most sought-after colors.","Guanacastle, huanacastle. Nombre que se le da a la especie <Enterolobium cyclocarpum>. Árbol de amplia copa que alcanza alturas de más de 30 metros. Se encuentra de manera abundante en La Ventosa. Su madera se ha utilizado para la fabricación de muebles y de marcos para puertas y ventanas. Sus frutos son vainas de color café oscuro y tienen la peculiaridad de estar retorcidas en forma de espiral. La vaina se ha utilizado como jabón para lavar la ropa debido a que al frotarse saca espuma. La semillas se pueden usar para hacer collares. La resina la usaban las niñas para pegar un trocito de madera en el talón de los zapatos y hacerse zapatos de tacón para jugar. Se dice que las ramitas se usan para fomentar el crecimiento de plumas de colores más deseables en los loros en cautiverio.","Nacani ti yaga ro' nabé rucheeche na', nasooni bia' gandebichii metru, lu diidxaxtia rabicabeni 'huanacastle'. Nuu caadxi rigola náca' cadi ládi'ni 'bezayaga' laani láni 'yaga be'za diaga'. Napani ti xca rindani lu gusiba nabé nayaahui, rului´ni ti diaga dopa cuuxhu nayu cahui. Dxique gudiibinecabeni lari purti raca bichiiñani. Biidxi xtini runicabe laa biga'. Ne yaga xtini ruza'necabe ndagayoo ne ndagabiaani'. Ca dxapahuiini ora ma' caguiteca' nacaca' huada' ricaaca' niidxi xtini rune'cani lu ti ndaa yaga ne ruquiidicani lu xti ndaa yaga bata, zaca ruza'ca ti guidibo'co nasoo xatini ñee. Nuu binni ná pa guyaanacabe ca xpandagani ca gudxu' la? zaree ca xtuubicame sicaru. Yaga nacha'hui'ni.",<Enterolobium cyclocarpum>,"4f07d920e8bbc7d69846498cd60f664e,bdd6232efbb995021fc293b1912bd0bd,5c72745c00ecb27f4accdeac775c235f,4a9c0b4897fc994b4d641994d7dbf5f8,5f17a4d662185ea0a06dabfa65c91e7c,717006d372c65cf3cf978d19e9523bd6,55f2f11867e8baa0433ebd7ed4eb8d9e,fcce6295cfe994c9a2a664ac2537305f"
E0152,S0070,"This name refers to <Serjania> aff. <oaxacana>, an abundant vine with white flowers and fruit that resembles a triangle. Although it is similar to the species known in Spanish as <golondrina>, the <beella quii> is considered toxic, because if consumed as a tea, it can cause dizziness. It is also used for fishing, because when crushed and thrown into the water it stuns the fish so they can easily be captured with a net. It is believed that the name given to this vine refers to the texture, similar to beef when roasted in an oven.","Este término designa a <Serjania> aff. <oaxacana>, un bejuco abundante de flores blancas y frutos más o menos triangulares. El bejuco es similar al que se conoce como <golondrina> pero a diferencia de éste, el <beella quii> se considera tóxico. Esto es porque si se bebe en forma de té, causa mareos. Incluso este bejuco se usa para pescar pues si se echa machacado en el agua aturde a los peces y se pueden atrapar fácilmente con una red. Se relata que el nombre que se le da a este bejuco es en referencia a la textura del mismo que es similar a la de la carne de res después de que se ha horneado.","Laani nga ti luba' rudii ti guie' naquichi', zeda gacagani casi luba' golondrina, xisi la? laani naduxhuni ora re' binnini, rucheni lu. Binni riquiiñeni lu guuze' benda, rucaachecabeni ne rusabacabeni ra nannacabe nuu benda, xtinini rutixhie' ca mani'di', ribeeluca' lu nisa, oraca nga rigaacame ne guixheguuze'. Láni belaquii la ti rului'ni ti beladoo biguii, nayu ladini.",<Serjania oaxacana>,"49e397d41c236ea980e051ae30f56160,df96217cf5500a28774ab5f17ab92998,99500d3e77dae9159c5210bb24977ed7,0c7a150a7a990fe09196ae5d6e1cbcc5,b2405812851abf9bd8be7ca4ec31f220,5c6d0094bfd6485b5d98f1198993dcf5"
E0155,S0071,Verbena.,La verbena.,"Rudiini ti guie' nagu. Ma' qué rihuinnipeni ndaani' guidxi, zandaca nuuni ndaani' gui'xhi'.",,
E0158,S0072,"Cherry tree. This name corresponds to the species <Vitex mollis>. It reaches a height of 10 meters. It has a small, lilac-colored flower and produces an edible fruit in the dry season.","El cerezo, la cereza. Nombre con el que se designa a la especie <Vitex mollis>. Árbol que alcanza una altura de 10 metros. Su flor es pequeña y de color lila. Con este nombre se denomina a su fruto el cual es comestible y se desarrolla en época de sequía.",Yagadi' nasooni bia' chii metru. Napani ti guie' nabiuxe ne nagu lu. Napani ti cuananaxhi nanixe rica lu gusiba. Racani dxiña ne nisa nupi xtini rusianda ru.,<Vitex mollis>,"cfae04b01c840b40c4d030f4259fb772,d6dd11c9ff3842a574790fcd4f02995d,aa38cac145693939aee36ab1a187a0c2,35e68f6ac6d952cc6109175a644e81a6,6ca50d63de380a0038747f78cc7b34b2,a93195961d8b3ac20ce1e3d1ff50c792,4c5cd55d38539a06a1da3f4dc162ee84"
E0175,S0073,Corn smut.,Parásito del maíz.,"Nacame ti mani' nayaase', nabiuxede, rihuinnime casi ti bitii nisa, rireeme lade guela.",,
E0261,S0074,Protuberances found on some fruits and vegetables that cause them to atrophy and spoil. This term is also used to refer to a hump on a person's back.,Protuberancias que les salen a algunas frutas y verduras y que los atrofia y malogra. Por extensión semántica se refiere a una joroba.,"Sicari' rizaaca ti cuananaxhi ora riu'chi', pacaa ti guixiyaa, malasi raca naxhoñe ladicani. Laaca sicari' rabicabe ti ndani ni dxi'ba' deche binni natigu deche.",,
E1181,S0075,"Long and wide leaf, similar to a palm or banana leaf, or the leaves of a cornstalk.","Hoja ancha y larga como la del maíz, la palma o el plátano.","Sicari rabicabe ca bandaga ni nayu'la' ne nabiaa. Nuu binni yanna ma guirani rabi bandaga. Dxique bia nga gudxicabe ca xpandaga ziña, guela ne biduaa.",,
